qacc	sacc	pident	qcovs	ppos	evalue	bitscore	sseqid	stitle
P13815	tr|A0A1D3SPD0|A0A1D3SPD0_PLAMA	34.234	52	57.66	3.35e-11	63.9	tr|A0A1D3SPD0|A0A1D3SPD0_PLAMA	tr|A0A1D3SPD0|A0A1D3SPD0_PLAMA Alpha/beta-hydrolase, putative OS=Plasmodium malariae OX=5858 GN=PmUG01_12036000 PE=4 SV=1
P13815	tr|A0A1D3SPD0|A0A1D3SPD0_PLAMA	31.159	52	52.90	3.50e-11	63.5	tr|A0A1D3SPD0|A0A1D3SPD0_PLAMA	tr|A0A1D3SPD0|A0A1D3SPD0_PLAMA Alpha/beta-hydrolase, putative OS=Plasmodium malariae OX=5858 GN=PmUG01_12036000 PE=4 SV=1
P13815	tr|A0A1D3SPD0|A0A1D3SPD0_PLAMA	34.234	52	56.76	6.93e-11	62.8	tr|A0A1D3SPD0|A0A1D3SPD0_PLAMA	tr|A0A1D3SPD0|A0A1D3SPD0_PLAMA Alpha/beta-hydrolase, putative OS=Plasmodium malariae OX=5858 GN=PmUG01_12036000 PE=4 SV=1
P13815	tr|A0A1D3SPD0|A0A1D3SPD0_PLAMA	34.234	52	56.76	6.93e-11	62.8	tr|A0A1D3SPD0|A0A1D3SPD0_PLAMA	tr|A0A1D3SPD0|A0A1D3SPD0_PLAMA Alpha/beta-hydrolase, putative OS=Plasmodium malariae OX=5858 GN=PmUG01_12036000 PE=4 SV=1
P13815	tr|A0A1D3SPD0|A0A1D3SPD0_PLAMA	34.234	52	56.76	6.93e-11	62.8	tr|A0A1D3SPD0|A0A1D3SPD0_PLAMA	tr|A0A1D3SPD0|A0A1D3SPD0_PLAMA Alpha/beta-hydrolase, putative OS=Plasmodium malariae OX=5858 GN=PmUG01_12036000 PE=4 SV=1
P13815	tr|A0A1D3SQQ3|A0A1D3SQQ3_PLAMA	40.580	43	63.77	1.05e-10	62.4	tr|A0A1D3SQQ3|A0A1D3SQQ3_PLAMA	tr|A0A1D3SQQ3|A0A1D3SQQ3_PLAMA TOG domain-containing protein OS=Plasmodium malariae OX=5858 GN=PmUG01_12042500 PE=4 SV=1
P13815	tr|A0A1D3SQQ3|A0A1D3SQQ3_PLAMA	40.580	43	63.77	4.09e-10	60.5	tr|A0A1D3SQQ3|A0A1D3SQQ3_PLAMA	tr|A0A1D3SQQ3|A0A1D3SQQ3_PLAMA TOG domain-containing protein OS=Plasmodium malariae OX=5858 GN=PmUG01_12042500 PE=4 SV=1
P13815	tr|A0A1D3SQQ3|A0A1D3SQQ3_PLAMA	40.580	43	63.77	4.09e-10	60.5	tr|A0A1D3SQQ3|A0A1D3SQQ3_PLAMA	tr|A0A1D3SQQ3|A0A1D3SQQ3_PLAMA TOG domain-containing protein OS=Plasmodium malariae OX=5858 GN=PmUG01_12042500 PE=4 SV=1
P13815	tr|A0A1D3SQQ3|A0A1D3SQQ3_PLAMA	40.580	43	63.77	4.09e-10	60.5	tr|A0A1D3SQQ3|A0A1D3SQQ3_PLAMA	tr|A0A1D3SQQ3|A0A1D3SQQ3_PLAMA TOG domain-containing protein OS=Plasmodium malariae OX=5858 GN=PmUG01_12042500 PE=4 SV=1
P13815	tr|A0A1D3SQQ3|A0A1D3SQQ3_PLAMA	34.568	43	55.56	4.35e-10	60.5	tr|A0A1D3SQQ3|A0A1D3SQQ3_PLAMA	tr|A0A1D3SQQ3|A0A1D3SQQ3_PLAMA TOG domain-containing protein OS=Plasmodium malariae OX=5858 GN=PmUG01_12042500 PE=4 SV=1
P13815	tr|A0A1D3SQQ3|A0A1D3SQQ3_PLAMA	44.643	43	67.86	5.27e-10	60.1	tr|A0A1D3SQQ3|A0A1D3SQQ3_PLAMA	tr|A0A1D3SQQ3|A0A1D3SQQ3_PLAMA TOG domain-containing protein OS=Plasmodium malariae OX=5858 GN=PmUG01_12042500 PE=4 SV=1
P13815	tr|A0A1D3SQQ3|A0A1D3SQQ3_PLAMA	45.455	43	67.27	7.33e-10	59.7	tr|A0A1D3SQQ3|A0A1D3SQQ3_PLAMA	tr|A0A1D3SQQ3|A0A1D3SQQ3_PLAMA TOG domain-containing protein OS=Plasmodium malariae OX=5858 GN=PmUG01_12042500 PE=4 SV=1
P13815	tr|A0A1D3SQQ3|A0A1D3SQQ3_PLAMA	30.189	43	47.17	7.85e-10	59.7	tr|A0A1D3SQQ3|A0A1D3SQQ3_PLAMA	tr|A0A1D3SQQ3|A0A1D3SQQ3_PLAMA TOG domain-containing protein OS=Plasmodium malariae OX=5858 GN=PmUG01_12042500 PE=4 SV=1
P13815	tr|A0A1D3SQQ3|A0A1D3SQQ3_PLAMA	45.455	43	67.27	5.62e-09	57.0	tr|A0A1D3SQQ3|A0A1D3SQQ3_PLAMA	tr|A0A1D3SQQ3|A0A1D3SQQ3_PLAMA TOG domain-containing protein OS=Plasmodium malariae OX=5858 GN=PmUG01_12042500 PE=4 SV=1
P13815	tr|A0A1D3SQQ3|A0A1D3SQQ3_PLAMA	44.681	43	70.21	1.07e-05	46.2	tr|A0A1D3SQQ3|A0A1D3SQQ3_PLAMA	tr|A0A1D3SQQ3|A0A1D3SQQ3_PLAMA TOG domain-containing protein OS=Plasmodium malariae OX=5858 GN=PmUG01_12042500 PE=4 SV=1
P13815	tr|A0A1D3JM36|A0A1D3JM36_PLAMA	19.697	51	32.83	1.61e-10	61.6	tr|A0A1D3JM36|A0A1D3JM36_PLAMA	tr|A0A1D3JM36|A0A1D3JM36_PLAMA Uncharacterized protein OS=Plasmodium malariae OX=5858 GN=PmUG01_07019800 PE=4 SV=1
P13815	tr|A0A1D3JM36|A0A1D3JM36_PLAMA	25.455	51	39.09	2.71e-09	57.8	tr|A0A1D3JM36|A0A1D3JM36_PLAMA	tr|A0A1D3JM36|A0A1D3JM36_PLAMA Uncharacterized protein OS=Plasmodium malariae OX=5858 GN=PmUG01_07019800 PE=4 SV=1
P13815	tr|A0A1D3JM36|A0A1D3JM36_PLAMA	25.455	51	39.09	3.84e-09	57.4	tr|A0A1D3JM36|A0A1D3JM36_PLAMA	tr|A0A1D3JM36|A0A1D3JM36_PLAMA Uncharacterized protein OS=Plasmodium malariae OX=5858 GN=PmUG01_07019800 PE=4 SV=1
P13815	tr|A0A1D3JM36|A0A1D3JM36_PLAMA	25.455	51	39.09	3.84e-09	57.4	tr|A0A1D3JM36|A0A1D3JM36_PLAMA	tr|A0A1D3JM36|A0A1D3JM36_PLAMA Uncharacterized protein OS=Plasmodium malariae OX=5858 GN=PmUG01_07019800 PE=4 SV=1
P13815	tr|A0A1D3JM36|A0A1D3JM36_PLAMA	25.455	51	39.09	4.93e-09	57.0	tr|A0A1D3JM36|A0A1D3JM36_PLAMA	tr|A0A1D3JM36|A0A1D3JM36_PLAMA Uncharacterized protein OS=Plasmodium malariae OX=5858 GN=PmUG01_07019800 PE=4 SV=1
A0A1A8VPV0	tr|A0A1A8VPV0|A0A1A8VPV0_PLAMA	100.000	100	100.00	0.0	898	tr|A0A1A8VPV0|A0A1A8VPV0_PLAMA	tr|A0A1A8VPV0|A0A1A8VPV0_PLAMA 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial OS=Plasmodium malariae OX=5858 GN=PmUG01_04027500 PE=3 SV=1
A0A1A8VPV0	tr|A0A1D3JIN1|A0A1D3JIN1_PLAMA	28.440	23	47.71	0.003	38.5	tr|A0A1D3JIN1|A0A1D3JIN1_PLAMA	tr|A0A1D3JIN1|A0A1D3JIN1_PLAMA WD repeat-containing protein OS=Plasmodium malariae OX=5858 GN=PmUG01_03027400 PE=4 SV=1
A0A1A8VPV0	tr|A0A1D3SN06|A0A1D3SN06_PLAMA	38.961	15	53.25	0.023	35.4	tr|A0A1D3SN06|A0A1D3SN06_PLAMA	tr|A0A1D3SN06|A0A1D3SN06_PLAMA Uncharacterized protein OS=Plasmodium malariae OX=5858 GN=PmUG01_11046600 PE=4 SV=1
A0A1A8VPV0	tr|A0A1D3SPS4|A0A1D3SPS4_PLAMA	29.333	31	44.00	0.13	33.1	tr|A0A1D3SPS4|A0A1D3SPS4_PLAMA	tr|A0A1D3SPS4|A0A1D3SPS4_PLAMA NOC3p domain-containing protein OS=Plasmodium malariae OX=5858 GN=PmUG01_12050100 PE=4 SV=1
A0A1A8VPV0	tr|A0A1D3TFF8|A0A1D3TFF8_PLAMA	30.357	13	51.79	0.21	32.3	tr|A0A1D3TFF8|A0A1D3TFF8_PLAMA	tr|A0A1D3TFF8|A0A1D3TFF8_PLAMA CG2-related protein, putative OS=Plasmodium malariae OX=5858 GN=PmUG01_14066800 PE=4 SV=1
A0A1A8VR74	tr|A0A1A8VR74|A0A1A8VR74_PLAMA	100.000	100	100.00	0.0	766	tr|A0A1A8VR74|A0A1A8VR74_PLAMA	tr|A0A1A8VR74|A0A1A8VR74_PLAMA ATPase ASNA1 homolog OS=Plasmodium malariae OX=5858 GN=PmUG01_05028700 PE=3 SV=1
A0A1A8VR74	tr|A0A1D3TDA3|A0A1D3TDA3_PLAMA	31.148	16	50.82	0.038	34.7	tr|A0A1D3TDA3|A0A1D3TDA3_PLAMA	tr|A0A1D3TDA3|A0A1D3TDA3_PLAMA ATP-dependent Clp protease, putative OS=Plasmodium malariae OX=5858 GN=ClpC PE=4 SV=1
A0A1A8VR74	tr|A0A1D3SQL1|A0A1D3SQL1_PLAMA	26.829	41	45.12	0.42	30.8	tr|A0A1D3SQL1|A0A1D3SQL1_PLAMA	tr|A0A1D3SQL1|A0A1D3SQL1_PLAMA Leucine carboxyl methyltransferase 1 OS=Plasmodium malariae OX=5858 GN=PmUG01_12077300 PE=3 SV=1
A0A1A8VR74	tr|A0A1D3JMG9|A0A1D3JMG9_PLAMA	34.884	11	53.49	1.2	29.6	tr|A0A1D3JMG9|A0A1D3JMG9_PLAMA	tr|A0A1D3JMG9|A0A1D3JMG9_PLAMA Cytosolic Fe-S cluster assembly factor NBP35, putative OS=Plasmodium malariae OX=5858 GN=NBP35 PE=3 SV=1
A0A1A8VR74	tr|A0A1D3PCT3|A0A1D3PCT3_PLAMA	46.667	8	60.00	3.2	28.5	tr|A0A1D3PCT3|A0A1D3PCT3_PLAMA	tr|A0A1D3PCT3|A0A1D3PCT3_PLAMA GBBH-like_N domain-containing protein OS=Plasmodium malariae OX=5858 GN=PmUG01_09037800 PE=4 SV=1
A0A1A8VRA7	tr|A0A1D3JLL1|A0A1D3JLL1_PLAMA	99.678	100	99.84	0.0	1282	tr|A0A1D3JLL1|A0A1D3JLL1_PLAMA	tr|A0A1D3JLL1|A0A1D3JLL1_PLAMA Bifunctional dihydrofolate reductase-thymidylate synthase OS=Plasmodium malariae OX=5858 GN=DHFR-TS PE=3 SV=1
A0A1A8VRA7	tr|A0A1A8WBX4|A0A1A8WBX4_PLAMA	28.276	22	42.07	0.89	31.2	tr|A0A1A8WBX4|A0A1A8WBX4_PLAMA	tr|A0A1A8WBX4|A0A1A8WBX4_PLAMA Uncharacterized protein OS=Plasmodium malariae OX=5858 GN=PmUG01_13031200 PE=4 SV=1
A0A1A8VRA7	tr|A0A1A8W6V0|A0A1A8W6V0_PLAMA	32.759	9	50.00	1.4	30.4	tr|A0A1A8W6V0|A0A1A8W6V0_PLAMA	tr|A0A1A8W6V0|A0A1A8W6V0_PLAMA Spindle assembly abnormal protein 6, putative OS=Plasmodium malariae OX=5858 GN=SAS6 PE=4 SV=1
A0A1A8VRA7	tr|A0A1A8VRL0|A0A1A8VRL0_PLAMA	21.429	11	44.29	1.4	30.4	tr|A0A1A8VRL0|A0A1A8VRL0_PLAMA	tr|A0A1A8VRL0|A0A1A8VRL0_PLAMA 6-cysteine protein OS=Plasmodium malariae OX=5858 GN=PmUG01_03019000 PE=4 SV=1
A0A1A8VRA7	tr|A0A1D3JIA1|A0A1D3JIA1_PLAMA	28.788	10	48.48	2.1	30.0	tr|A0A1D3JIA1|A0A1D3JIA1_PLAMA	tr|A0A1D3JIA1|A0A1D3JIA1_PLAMA C2H2-type domain-containing protein OS=Plasmodium malariae OX=5858 GN=PmUG01_03017600 PE=4 SV=1
A0A1A8VSC0	tr|A0A1A8VSC0|A0A1A8VSC0_PLAMA	100.000	100	100.00	0.0	1324	tr|A0A1A8VSC0|A0A1A8VSC0_PLAMA	tr|A0A1A8VSC0|A0A1A8VSC0_PLAMA Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Plasmodium malariae OX=5858 GN=SDHA PE=3 SV=1
A0A1A8VSC0	tr|A0A1A8WS49|A0A1A8WS49_PLAMA	30.189	8	49.06	3.2	29.3	tr|A0A1A8WS49|A0A1A8WS49_PLAMA	tr|A0A1A8WS49|A0A1A8WS49_PLAMA Thioredoxin reductase OS=Plasmodium malariae OX=5858 GN=PmUG01_07035300 PE=3 SV=1
A0A1A8VSC0	tr|A0A1D3JKW2|A0A1D3JKW2_PLAMA	22.857	9	57.14	3.7	28.9	tr|A0A1D3JKW2|A0A1D3JKW2_PLAMA	tr|A0A1D3JKW2|A0A1D3JKW2_PLAMA RNA-binding protein, putative OS=Plasmodium malariae OX=5858 GN=PmUG01_02023500 PE=3 SV=1
A0A1A8VSC0	tr|A0A1D3JKK5|A0A1D3JKK5_PLAMA	37.500	6	57.50	3.9	28.9	tr|A0A1D3JKK5|A0A1D3JKK5_PLAMA	tr|A0A1D3JKK5|A0A1D3JKK5_PLAMA Periodic tryptophan protein 2, putative OS=Plasmodium malariae OX=5858 GN=PWP2 PE=3 SV=1
A0A1A8VSC0	tr|A0A1D3PC95|A0A1D3PC95_PLAMA	25.758	10	46.97	6.6	28.5	tr|A0A1D3PC95|A0A1D3PC95_PLAMA	tr|A0A1D3PC95|A0A1D3PC95_PLAMA Uncharacterized protein OS=Plasmodium malariae OX=5858 GN=PmUG01_09050100 PE=4 SV=1
A0A1A8VSY1	tr|A0A1A8VSY1|A0A1A8VSY1_PLAMA	100.000	100	100.00	0.0	1323	tr|A0A1A8VSY1|A0A1A8VSY1_PLAMA	tr|A0A1A8VSY1|A0A1A8VSY1_PLAMA Putative tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase OS=Plasmodium malariae OX=5858 GN=PmUG01_07020200 PE=3 SV=1
A0A1A8VSY1	tr|A0A1D3SNT6|A0A1D3SNT6_PLAMA	42.222	26	61.11	4.75e-14	74.3	tr|A0A1D3SNT6|A0A1D3SNT6_PLAMA	tr|A0A1D3SNT6|A0A1D3SNT6_PLAMA Putative rRNA methyltransferase OS=Plasmodium malariae OX=5858 GN=PmUG01_11031500 PE=3 SV=1
A0A1A8VSY1	tr|A0A1D3SNT6|A0A1D3SNT6_PLAMA	47.436	26	57.69	1.15e-12	69.7	tr|A0A1D3SNT6|A0A1D3SNT6_PLAMA	tr|A0A1D3SNT6|A0A1D3SNT6_PLAMA Putative rRNA methyltransferase OS=Plasmodium malariae OX=5858 GN=PmUG01_11031500 PE=3 SV=1
A0A1A8VSY1	tr|A0A1D3TE35|A0A1D3TE35_PLAMA	34.831	24	52.81	2.03e-05	45.1	tr|A0A1D3TE35|A0A1D3TE35_PLAMA	tr|A0A1D3TE35|A0A1D3TE35_PLAMA Ribosomal RNA methyltransferase, putative OS=Plasmodium malariae OX=5858 GN=PmUG01_14026300 PE=3 SV=1
A0A1A8VSY1	tr|A0A1D3TE35|A0A1D3TE35_PLAMA	36.111	24	48.61	0.007	37.4	tr|A0A1D3TE35|A0A1D3TE35_PLAMA	tr|A0A1D3TE35|A0A1D3TE35_PLAMA Ribosomal RNA methyltransferase, putative OS=Plasmodium malariae OX=5858 GN=PmUG01_14026300 PE=3 SV=1
A0A1A8VSY1	tr|A0A1A8X3L4|A0A1A8X3L4_PLAMA	35.870	14	48.91	7.25e-04	41.2	tr|A0A1A8X3L4|A0A1A8X3L4_PLAMA	tr|A0A1A8X3L4|A0A1A8X3L4_PLAMA Telomere length regulation protein conserved domain-containing protein OS=Plasmodium malariae OX=5858 GN=PmUG01_07018700 PE=3 SV=1
A0A1A8VSY1	tr|A0A1D3JKL0|A0A1D3JKL0_PLAMA	28.846	16	49.04	0.002	40.0	tr|A0A1D3JKL0|A0A1D3JKL0_PLAMA	tr|A0A1D3JKL0|A0A1D3JKL0_PLAMA Phosphatidylinositol-4-phosphate 5-kinase, putative OS=Plasmodium malariae OX=5858 GN=PIP5K PE=4 SV=1
A0A1A8VSY1	tr|A0A1D3JKL0|A0A1D3JKL0_PLAMA	29.688	16	54.69	0.73	31.6	tr|A0A1D3JKL0|A0A1D3JKL0_PLAMA	tr|A0A1D3JKL0|A0A1D3JKL0_PLAMA Phosphatidylinositol-4-phosphate 5-kinase, putative OS=Plasmodium malariae OX=5858 GN=PIP5K PE=4 SV=1
A0A1A8VTM3	tr|A0A1A8VTM3|A0A1A8VTM3_PLAMA	100.000	100	100.00	0.0	1047	tr|A0A1A8VTM3|A0A1A8VTM3_PLAMA	tr|A0A1A8VTM3|A0A1A8VTM3_PLAMA Inosine-5'-monophosphate dehydrogenase OS=Plasmodium malariae OX=5858 GN=IMPDH PE=3 SV=1
A0A1A8VTM3	tr|A0A1D3SMB6|A0A1D3SMB6_PLAMA	32.787	11	49.18	0.56	31.6	tr|A0A1D3SMB6|A0A1D3SMB6_PLAMA	tr|A0A1D3SMB6|A0A1D3SMB6_PLAMA Uncharacterized protein OS=Plasmodium malariae OX=5858 GN=PmUG01_11021800 PE=4 SV=1
A0A1A8VTM3	tr|A0A1D3SMM1|A0A1D3SMM1_PLAMA	42.424	6	66.67	2.3	29.3	tr|A0A1D3SMM1|A0A1D3SMM1_PLAMA	tr|A0A1D3SMM1|A0A1D3SMM1_PLAMA Ribosome biogenesis protein YTM1, putative OS=Plasmodium malariae OX=5858 GN=YTM1 PE=4 SV=1
A0A1A8VTM3	tr|A0A1D3TFK9|A0A1D3TFK9_PLAMA	35.135	7	59.46	8.7	27.3	tr|A0A1D3TFK9|A0A1D3TFK9_PLAMA	tr|A0A1D3TFK9|A0A1D3TFK9_PLAMA Polyadenylation factor subunit 2, putative OS=Plasmodium malariae OX=5858 GN=PFS2 PE=4 SV=1
A0A1A8VTM3	tr|A0A1D3PA95|A0A1D3PA95_PLAMA	26.374	18	42.86	9.4	27.3	tr|A0A1D3PA95|A0A1D3PA95_PLAMA	tr|A0A1D3PA95|A0A1D3PA95_PLAMA Histone deacetylase 2, putative OS=Plasmodium malariae OX=5858 GN=HDA2 PE=3 SV=1
A0A1A8VU51	tr|A0A1D3JJD2|A0A1D3JJD2_PLAMA	99.342	94	99.34	0.0	2449	tr|A0A1D3JJD2|A0A1D3JJD2_PLAMA	tr|A0A1D3JJD2|A0A1D3JJD2_PLAMA RNA cytidine acetyltransferase OS=Plasmodium malariae OX=5858 GN=PmUG01_06012100 PE=3 SV=1
A0A1A8VU51	tr|A0A1D3PCW9|A0A1D3PCW9_PLAMA	27.273	9	42.98	0.47	33.1	tr|A0A1D3PCW9|A0A1D3PCW9_PLAMA	tr|A0A1D3PCW9|A0A1D3PCW9_PLAMA GRIP domain-containing protein OS=Plasmodium malariae OX=5858 GN=PmUG01_09047400 PE=4 SV=1
A0A1A8VU51	tr|A0A1D3TCS9|A0A1D3TCS9_PLAMA	44.186	3	60.47	0.48	33.1	tr|A0A1D3TCS9|A0A1D3TCS9_PLAMA	tr|A0A1D3TCS9|A0A1D3TCS9_PLAMA Zinc finger protein, putative OS=Plasmodium malariae OX=5858 GN=PmUG01_13034500 PE=4 SV=1
A0A1A8VU51	tr|A0A1D3JN69|A0A1D3JN69_PLAMA	37.931	4	50.00	0.56	32.7	tr|A0A1D3JN69|A0A1D3JN69_PLAMA	tr|A0A1D3JN69|A0A1D3JN69_PLAMA Vacuolar protein sorting-associated protein 33, putative OS=Plasmodium malariae OX=5858 GN=VPS33 PE=3 SV=1
A0A1A8VU51	tr|A0A1D3JK76|A0A1D3JK76_PLAMA	37.705	4	47.54	1.6	31.2	tr|A0A1D3JK76|A0A1D3JK76_PLAMA	tr|A0A1D3JK76|A0A1D3JK76_PLAMA RING-type E3 ubiquitin transferase OS=Plasmodium malariae OX=5858 GN=PmUG01_01019200 PE=4 SV=1
A0A1A8VUJ2	tr|A0A1A8VUJ2|A0A1A8VUJ2_PLAMA	100.000	100	100.00	0.0	2340	tr|A0A1A8VUJ2|A0A1A8VUJ2_PLAMA	tr|A0A1A8VUJ2|A0A1A8VUJ2_PLAMA DNA helicase OS=Plasmodium malariae OX=5858 GN=XPD PE=3 SV=1
A0A1A8VUJ2	tr|A0A1A8W9Z6|A0A1A8W9Z6_PLAMA	28.333	36	48.33	4.48e-26	114	tr|A0A1A8W9Z6|A0A1A8W9Z6_PLAMA	tr|A0A1A8W9Z6|A0A1A8W9Z6_PLAMA DNA repair helicase, putative OS=Plasmodium malariae OX=5858 GN=PmUG01_13050100 PE=4 SV=1
A0A1A8VUJ2	tr|A0A1A8W9Z6|A0A1A8W9Z6_PLAMA	40.351	36	63.16	5.84e-06	48.9	tr|A0A1A8W9Z6|A0A1A8W9Z6_PLAMA	tr|A0A1A8W9Z6|A0A1A8W9Z6_PLAMA DNA repair helicase, putative OS=Plasmodium malariae OX=5858 GN=PmUG01_13050100 PE=4 SV=1
A0A1A8VUJ2	tr|A0A1A8W9Z6|A0A1A8W9Z6_PLAMA	32.941	36	51.76	8.91e-04	42.0	tr|A0A1A8W9Z6|A0A1A8W9Z6_PLAMA	tr|A0A1A8W9Z6|A0A1A8W9Z6_PLAMA DNA repair helicase, putative OS=Plasmodium malariae OX=5858 GN=PmUG01_13050100 PE=4 SV=1
A0A1A8VUJ2	tr|A0A1D3SPH9|A0A1D3SPH9_PLAMA	21.053	25	42.58	2.43e-05	47.0	tr|A0A1D3SPH9|A0A1D3SPH9_PLAMA	tr|A0A1D3SPH9|A0A1D3SPH9_PLAMA DEAD box helicase, putative OS=Plasmodium malariae OX=5858 GN=PmUG01_12040200 PE=4 SV=1
A0A1A8VUJ2	tr|A0A1D3SPH9|A0A1D3SPH9_PLAMA	25.000	25	54.84	3.71e-04	43.1	tr|A0A1D3SPH9|A0A1D3SPH9_PLAMA	tr|A0A1D3SPH9|A0A1D3SPH9_PLAMA DEAD box helicase, putative OS=Plasmodium malariae OX=5858 GN=PmUG01_12040200 PE=4 SV=1
A0A1A8VUJ2	tr|A0A1D3TF42|A0A1D3TF42_PLAMA	23.404	16	47.34	1.4	31.2	tr|A0A1D3TF42|A0A1D3TF42_PLAMA	tr|A0A1D3TF42|A0A1D3TF42_PLAMA Uncharacterized protein OS=Plasmodium malariae OX=5858 GN=PmUG01_14063000 PE=4 SV=1
A0A1A8VUJ2	tr|A0A1A8VYH1|A0A1A8VYH1_PLAMA	32.308	5	50.77	1.8	31.2	tr|A0A1A8VYH1|A0A1A8VYH1_PLAMA	tr|A0A1A8VYH1|A0A1A8VYH1_PLAMA Tetratricopeptide repeat family protein, putative OS=Plasmodium malariae OX=5858 GN=PmUG01_07033100 PE=4 SV=1
A0A1A8VUK5	tr|A0A1D3RIX5|A0A1D3RIX5_PLAMA	99.630	99	100.00	0.0	552	tr|A0A1D3RIX5|A0A1D3RIX5_PLAMA	tr|A0A1D3RIX5|A0A1D3RIX5_PLAMA Probable tRNA N6-adenosine threonylcarbamoyltransferase OS=Plasmodium malariae OX=5858 GN=KAE1 PE=3 SV=1
A0A1A8VUK5	tr|A0A1D3RIX5|A0A1D3RIX5_PLAMA	100.000	99	100.00	0.0	545	tr|A0A1D3RIX5|A0A1D3RIX5_PLAMA	tr|A0A1D3RIX5|A0A1D3RIX5_PLAMA Probable tRNA N6-adenosine threonylcarbamoyltransferase OS=Plasmodium malariae OX=5858 GN=KAE1 PE=3 SV=1
A0A1A8VUK5	tr|A0A1D3JIF0|A0A1D3JIF0_PLAMA	32.710	50	54.21	8.37e-05	43.9	tr|A0A1D3JIF0|A0A1D3JIF0_PLAMA	tr|A0A1D3JIF0|A0A1D3JIF0_PLAMA tRNA N6-adenosine threonylcarbamoyltransferase, putative OS=Plasmodium malariae OX=5858 GN=PmUG01_03018900 PE=4 SV=1
A0A1A8VUK5	tr|A0A1D3JIF0|A0A1D3JIF0_PLAMA	41.176	50	54.90	0.032	35.4	tr|A0A1D3JIF0|A0A1D3JIF0_PLAMA	tr|A0A1D3JIF0|A0A1D3JIF0_PLAMA tRNA N6-adenosine threonylcarbamoyltransferase, putative OS=Plasmodium malariae OX=5858 GN=PmUG01_03018900 PE=4 SV=1
A0A1A8VUK5	tr|A0A1D3JIF0|A0A1D3JIF0_PLAMA	24.476	50	48.25	1.1	30.4	tr|A0A1D3JIF0|A0A1D3JIF0_PLAMA	tr|A0A1D3JIF0|A0A1D3JIF0_PLAMA tRNA N6-adenosine threonylcarbamoyltransferase, putative OS=Plasmodium malariae OX=5858 GN=PmUG01_03018900 PE=4 SV=1
A0A1A8VUK5	tr|A0A1D3SNZ6|A0A1D3SNZ6_PLAMA	24.022	31	45.81	0.049	35.0	tr|A0A1D3SNZ6|A0A1D3SNZ6_PLAMA	tr|A0A1D3SNZ6|A0A1D3SNZ6_PLAMA Protein kinase PK4, putative OS=Plasmodium malariae OX=5858 GN=PK4 PE=4 SV=1
A0A1A8VUK5	tr|A0A1D3JHC0|A0A1D3JHC0_PLAMA	26.316	16	45.26	0.94	30.8	tr|A0A1D3JHC0|A0A1D3JHC0_PLAMA	tr|A0A1D3JHC0|A0A1D3JHC0_PLAMA STP1 protein OS=Plasmodium malariae OX=5858 GN=PmUG01_00053600 PE=4 SV=1
A0A1A8VUK5	tr|A0A1D3TCM5|A0A1D3TCM5_PLAMA	28.000	13	54.67	1.1	30.4	tr|A0A1D3TCM5|A0A1D3TCM5_PLAMA	tr|A0A1D3TCM5|A0A1D3TCM5_PLAMA Rad4 beta-hairpin domain-containing protein OS=Plasmodium malariae OX=5858 GN=PmUG01_13027700 PE=4 SV=1
A0A1A8VVC5	tr|A0A1A8VVC5|A0A1A8VVC5_PLAMA	100.000	100	100.00	0.0	531	tr|A0A1A8VVC5|A0A1A8VVC5_PLAMA	tr|A0A1A8VVC5|A0A1A8VVC5_PLAMA Anamorsin homolog OS=Plasmodium malariae OX=5858 GN=DRE2 PE=3 SV=1
A0A1A8VVC5	tr|A0A1D3SQ71|A0A1D3SQ71_PLAMA	34.091	16	63.64	0.60	29.6	tr|A0A1D3SQ71|A0A1D3SQ71_PLAMA	tr|A0A1D3SQ71|A0A1D3SQ71_PLAMA Uncharacterized protein OS=Plasmodium malariae OX=5858 GN=PmUG01_12016300 PE=4 SV=1
A0A1A8VVC5	tr|A0A1D3TC54|A0A1D3TC54_PLAMA	35.417	18	56.25	2.6	27.3	tr|A0A1D3TC54|A0A1D3TC54_PLAMA	tr|A0A1D3TC54|A0A1D3TC54_PLAMA PIR Superfamily Protein OS=Plasmodium malariae OX=5858 GN=PmUG01_13011500 PE=4 SV=1
A0A1A8VVC5	tr|A0A1D3PAK0|A0A1D3PAK0_PLAMA	25.882	32	50.59	3.4	27.7	tr|A0A1D3PAK0|A0A1D3PAK0_PLAMA	tr|A0A1D3PAK0|A0A1D3PAK0_PLAMA CPSF (Cleavage and polyadenylation specific factor), subunit A, putative OS=Plasmodium malariae OX=5858 GN=PmUG01_08038400 PE=4 SV=1
A0A1A8VVC5	tr|A0A1D3JLU4|A0A1D3JLU4_PLAMA	37.209	16	55.81	6.5	26.9	tr|A0A1D3JLU4|A0A1D3JLU4_PLAMA	tr|A0A1D3JLU4|A0A1D3JLU4_PLAMA Erythrocyte membrane-associated antigen, putative OS=Plasmodium malariae OX=5858 GN=PmUG01_05038800 PE=4 SV=1
